Mes,fecha,categoria,cuenta,cantidad,etiquetas,comentario,tipo_logico
2025-03,2025-03-12,Hosteleria,Cobee,14.2,,,Hosteleria
2025-03,2025-03-12,Hosteleria,Principal,7.65,,,Hosteleria
2025-03,2025-03-11,Transporte,Principal,3.99,,Valenbisi,Transporte
2025-03,2025-03-09,Transporte,Principal,66.05,Viaje trabajo,Taxi,Transporte
2025-03,2025-03-09,Transporte,Principal,60,Viaje trabajo,Taxi,Transporte
2025-03,2025-03-09,Otros,Principal,16.95,Regalos,Funko Darth Vader,Otros
2025-03,2025-03-09,Otros,Principal,4,Regalos,Cromos one piece ,Otros
2025-03,2025-03-09,Alimentacion,Principal,1.58,,Corcho pan,Alimentacion
2025-03,2025-03-09,Otros,Principal,5,Regalos,Chocolate,Otros
2025-03,2025-03-08,Hosteleria,Principal,14.6,,Pizza,Hosteleria
2025-03,2025-03-08,Hosteleria,Principal,1.55,,Cocacola,Hosteleria
2025-03,2025-03-08,Hosteleria,Principal,5.2,,Desayuno,Hosteleria
2025-03,2025-03-07,Alimentacion,Principal,2.79,,Almendras,Alimentacion
2025-03,2025-03-07,Hosteleria,Principal,3.5,,Burger king,Hosteleria
2025-03,2025-03-07,Entretenimiento,Principal,10.6,,Bocatas ruta,Entretenimiento
2025-03,2025-03-07,Entretenimiento,Principal,3.14,,Tasa turística,Entretenimiento
2025-03,2025-03-07,Hosteleria,Principal,9.9,Viaje trabajo,,Hosteleria
2025-03,2025-03-05,Otros,Principal,2.95,Regalos,,Otros
2025-03,2025-03-05,Hosteleria,Principal,8.6,Viaje trabajo,,Hosteleria
2025-03,2025-03-04,Otros,Principal,19.95,Regalos,Funko Luffy,Otros
2025-03,2025-03-04,Hosteleria,Principal,26.13,Viaje trabajo,,Hosteleria
2025-03,2025-03-03,Hosteleria,Principal,9.9,Viaje trabajo,,Hosteleria
2025-03,2025-03-03,Hosteleria,Principal,10.8,Viaje trabajo,,Hosteleria
2025-03,2025-03-02,Hosteleria,Principal,8.99,Viaje trabajo,,Hosteleria
2025-03,2025-03-02,Otros,Principal,0.05,Regalos,,Otros
2025-03,2025-03-01,Hosteleria,Principal,5.5,,,Hosteleria
2025-02,2025-02-28,Transporte,Metálico,60,Viaje trabajo,,Transporte
2025-02,2025-02-28,Hosteleria,Cobee,55.05,,,Hosteleria
2025-02,2025-02-28,Transporte,Metálico,60,Viaje trabajo,,Transporte
2025-02,2025-02-27,Hosteleria,Principal,3.5,Viaje trabajo,,Hosteleria
2025-02,2025-02-26,Hosteleria,Principal,16.95,Viaje trabajo,,Hosteleria
2025-02,2025-02-26,Entretenimiento,Principal,223.5,Viaje trabajo,Caldea x3,Entretenimiento
2025-02,2025-02-25,Hosteleria,Principal,1.5,Viaje trabajo,,Hosteleria
2025-02,2025-02-25,Hosteleria,Principal,25.55,Viaje trabajo,,Hosteleria
2025-02,2025-02-24,Hosteleria,Principal,23.7,Viaje trabajo,,Hosteleria
2025-02,2025-02-24,Hosteleria,Principal,2.2,Viaje trabajo,,Hosteleria
2025-02,2025-02-23,Transporte,Principal,1,,,Transporte
2025-02,2025-02-23,Hosteleria,Principal,19.67,Viaje trabajo,,Hosteleria
2025-02,2025-02-22,Otros,Principal,99.6,,,Otros
2025-02,2025-02-21,Hosteleria,Principal,12.45,Kebab,,Hosteleria
2025-02,2025-02-21,Otros,Principal,11.5,Peluqueria,,Otros
2025-02,2025-02-21,Hosteleria,Cobee,0.9,Churros,,Hosteleria
2025-02,2025-02-20,Otros,Principal,1.27,,,Otros
2025-02,2025-02-16,Hosteleria,Cobee,55.85,,Comida prima,Hosteleria
2025-02,2025-02-15,Hosteleria,Cobee,9.4,,Cervezas,Hosteleria
2025-02,2025-02-15,Hosteleria,Cobee,42.8,Vacaciones,Ramen Valencia,Hosteleria
2025-02,2025-02-15,Entretenimiento,Principal,122.38,,Hotel Andorra,Entretenimiento
2025-02,2025-02-15,Hosteleria,Principal,8.6,,Churros,Hosteleria
2025-02,2025-02-14,Hosteleria,Cobee,7,,Cervezas valencia,Hosteleria
2025-02,2025-02-13,Hosteleria,Principal,12,Regalos,Manolitos,Hosteleria
2025-02,2025-02-13,Hosteleria,Cobee,6,,Comida trabajo ,Hosteleria
2025-02,2025-02-11,Hosteleria,Cobee,60.7,,S10Bar ,Hosteleria
2025-02,2025-02-10,Transporte,Cobee,42,,Ave fallas,Transporte
2025-02,2025-02-10,Transporte,Cobee,36.9,,Ave sorpresa ,Transporte
2025-02,2025-02-09,Transporte,Principal,35,,Gasolina,Transporte
2025-02,2025-02-08,Hosteleria,Cobee,14.4,,Fiesta Miquel,Hosteleria
2025-02,2025-02-08,Transporte,Principal,0.5,,Vuelta en bicimad,Transporte
2025-02,2025-02-07,Hosteleria,Cobee,7.5,,100 mon,Hosteleria
2025-02,2025-02-07,Hosteleria,Principal,7.75,,Bocata de calamares ,Hosteleria
2025-02,2025-02-06,Hosteleria,Cobee,7,,Fuentona ,Hosteleria
2025-02,2025-02-04,Hosteleria,Cobee,17.98,,,Hosteleria
2025-02,2025-02-03,Alimentacion,Cobee,4.99,,Croquetas ,Alimentacion
2025-02,2025-02-02,Hosteleria,Principal,10,,Año nuevo chino,Hosteleria
2025-02,2025-02-02,Otros,Principal,68.99,,SSD,Otros
2025-02,2025-02-01,Hosteleria,Cobee,5.91,,Hamburguesa ,Hosteleria
2025-02,2025-02-01,Hosteleria,Principal,3,,Cerveza ,Hosteleria
2025-01,2025-01-31,Entretenimiento,Principal,70,,Regalo mamá ,Entretenimiento
2025-01,2025-01-31,Hosteleria,Cobee,17.99,,Pizza,Hosteleria
2025-01,2025-01-31,Hosteleria,Cobee,6.5,,100mon,Hosteleria
2025-01,2025-01-30,Hosteleria,Cobee,3.5,,Fuentona ,Hosteleria
2025-01,2025-01-29,Hosteleria,Principal,13.5,,Pizza,Hosteleria
2025-01,2025-01-29,Alimentacion,Cobee,3.19,,Pizza futbol ,Alimentacion
2025-01,2025-01-26,Hosteleria,Cobee,9.5,,Kevab Andrea y yo,Hosteleria
2025-01,2025-01-26,Transporte,Cobee,4,,Metro valencia ,Transporte
2025-01,2025-01-26,Hosteleria,Principal,11.6,,Cervezas valencia ,Hosteleria
2025-01,2025-01-23,Hosteleria,Principal,3.3,,Nachos,Hosteleria
2025-01,2025-01-22,Transporte,Cobee,8,,,Transporte
2025-01,2025-01-21,Entretenimiento,Principal,15,,Patinaje ,Entretenimiento
2025-01,2025-01-20,Transporte,Principal,10.4,,Tren Valencia ,Transporte
2025-01,2025-01-19,Hosteleria,Cobee,19.9,,Carls Jr ,Hosteleria
2025-01,2025-01-17,Hosteleria,Cobee,25.49,,Taco Bell,Hosteleria
2025-01,2025-01-17,Hosteleria,Cobee,11,,100mon,Hosteleria
2025-01,2025-01-13,Transporte,Cobee,8,,,Transporte
2025-01,2025-01-13,Hosteleria,Cobee,22.6,,Supercopa,Hosteleria
2025-01,2025-01-11,Transporte,Principal,30,,Gasolina ,Transporte
2025-01,2025-01-11,Hosteleria,Cobee,15.98,,Dominos,Hosteleria
2025-01,2025-01-10,Hosteleria,Principal,9.64,,100mon y shawarma,Hosteleria
2025-01,2025-01-10,Hosteleria,Cobee,4,,100mon,Hosteleria
2025-01,2025-01-08,Transporte,Cobee,8,,,Transporte
2025-01,2025-01-07,Otros,Ahorro,25.98,,"Regalo Mamá, aceites esenciales ",Otros
2025-01,2025-01-05,Hosteleria,Cobee,31.5,,Rincón del tapeo ,Hosteleria
2025-01,2025-01-04,Hosteleria,Cobee,21,,Popeyes,Hosteleria
2025-01,2025-01-03,Transporte,Ahorro,100,,Multa ZBE,Transporte
2025-01,2025-01-03,Hosteleria,Cobee,24.98,,Madre valencia pizzas,Hosteleria
2025-01,2025-01-03,Otros,Principal,35.23,,Regalo amigo invisible Marcos ,Otros
2025-01,2025-01-02,Otros,Metálico,0.9,,Papel de regalo ,Otros
2025-01,2025-01-02,Entretenimiento,Ahorro,10.1,,Palomitas Yelmo moana,Entretenimiento
2024-12,2024-12-31,Entretenimiento,Principal,5.1,,Fiesta Nochevieja ,Entretenimiento
2024-12,2024-12-31,Hosteleria,Cobee,10,,Tarde vieja ,Hosteleria
2024-12,2024-12-30,Hosteleria,Principal,2,,100mon,Hosteleria
2024-12,2024-12-30,Hosteleria,Principal,13.9,,Restos cena piratas ,Hosteleria
2024-12,2024-12-29,Hosteleria,Cobee,4.2,,Desayuno con jamil,Hosteleria
2024-12,2024-12-27,Entretenimiento,Ahorro,99.99,,Regalo papá ,Entretenimiento
2024-12,2024-12-27,Otros,Principal,11.5,Peluqueria,Peluquería ,Otros
2024-12,2024-12-27,Entretenimiento,Principal,68.59,,Zapatillas nuevas ,Entretenimiento
2024-12,2024-12-27,Transporte,Principal,2.25,,Bombilla de la matricula ,Transporte
2024-12,2024-12-27,Otros,Metálico,0.9,,Papel de regalo ,Otros
2024-12,2024-12-27,Hosteleria,Cobee,10.98,,KFC después del musical ,Hosteleria
2024-12,2024-12-27,Hosteleria,Cobee,40.5,,Sumo con Andrea (invitación),Hosteleria
2024-12,2024-12-26,Otros,Principal,45.72,,Regalo Sergi ,Otros
2024-12,2024-12-24,Alimentacion,Cobee,12.61,,Papel de regalo y comida,Alimentacion
2024-12,2024-12-22,Hosteleria,Principal,10.95,,Kebap,Hosteleria
2024-12,2024-12-22,Hosteleria,Principal,4.5,,Desayuno con Jaume ,Hosteleria
2024-12,2024-12-22,Hosteleria,Principal,10,,Futura cena piratas,Hosteleria
2024-12,2024-12-22,Hosteleria,Cobee,14,,100mon,Hosteleria
2024-12,2024-12-21,Entretenimiento,Cobee,13.45,,"Dinero que le debía a andrea, quedan 19,455",Entretenimiento
2024-12,2024-12-21,Hosteleria,Cobee,13.45,,Carls Jr ,Hosteleria
2024-12,2024-12-21,Hosteleria,Cobee,3.5,,Bar dardos ,Hosteleria
2024-12,2024-12-20,Hosteleria,Cobee,31.1,,Tapeo,Hosteleria
2024-12,2024-12-20,Entretenimiento,Cobee,11,,Karaoke,Entretenimiento
2024-12,2024-12-18,Hosteleria,Cobee,12.9,,Hamburguesa nostra ,Hosteleria
2024-12,2024-12-18,Hosteleria,Cobee,0.9,,Churros ,Hosteleria
2024-12,2024-12-13,Transporte,Cobee,8,,Metro,Transporte
2024-12,2024-12-11,Hosteleria,Principal,27.56,,Shusi master,Hosteleria
2024-12,2024-12-11,Hosteleria,Cobee,14.45,,Secrets empresa ,Hosteleria
2024-12,2024-12-09,Transporte,Principal,50,,Gasolina ,Transporte
2024-12,2024-12-09,Otros,Ahorro,30.6,,Regalo Andrea ,Otros
2024-12,2024-12-07,Hosteleria,Cobee,13.25,,Chuches cine,Hosteleria
2024-12,2024-12-07,Hosteleria,Principal,20.91,,Kfc Málaga ,Hosteleria
2024-12,2024-12-07,Entretenimiento,Principal,18.75,,"Cine, señor de los anillos ",Entretenimiento
2024-12,2024-12-06,Hosteleria,Cobee,25,,Champions burger malaga,Hosteleria
2024-12,2024-12-06,Transporte,Cobee,2.8,,Bus malaga,Transporte
2024-12,2024-12-04,Hosteleria,Cobee,18,,Cervezas trabajo ,Hosteleria
2024-12,2024-12-04,Hosteleria,Principal,25,,Cena navidad ,Hosteleria
2024-12,2024-12-02,Entretenimiento,Cobee,5.45,,Parte del concierto restan 32.905,Entretenimiento
2024-12,2024-12-01,Hosteleria,Cobee,5.44,,Burguer King ,Hosteleria
2024-12,2024-12-01,Hosteleria,Cobee,4.5,,Cerveza con Álvaro ,Hosteleria
2024-11,2024-11-30,Hosteleria,Principal,24.2,,Graduación Jaume ,Hosteleria
2024-11,2024-11-28,Entretenimiento,Principal,11.15,,Parte del concierto Rigoberta faltan 38.35,Entretenimiento
2024-11,2024-11-28,Entretenimiento,Principal,11.15,,Cine,Entretenimiento
2024-11,2024-11-28,Entretenimiento,Principal,25,,Juego UFC ,Entretenimiento
2024-11,2024-11-28,Transporte,Principal,85,,Batería ,Transporte
2024-11,2024-11-27,Hosteleria,Cobee,10.5,,Fuentona ,Hosteleria
2024-11,2024-11-27,Hosteleria,Principal,23.3,,Cena Madrid Liverpool ,Hosteleria
2024-11,2024-11-24,Hosteleria,Principal,25,,"El resto de hamburguesas, bizum a Javi ",Hosteleria
2024-11,2024-11-23,Hosteleria,Cobee,12.5,,Primera hamburguesa champions burger ,Hosteleria
2024-11,2024-11-22,Alimentacion,Principal,8.67,,Cena Nachos casa de Belén ,Alimentacion
2024-11,2024-11-22,Hosteleria,Cobee,0.9,,Churros ,Hosteleria
2024-11,2024-11-21,Hosteleria,Cobee,6.7,,Vips ,Hosteleria
2024-11,2024-11-21,Hosteleria,Cobee,21.9,,Kfc,Hosteleria
2024-11,2024-11-21,Hosteleria,Cobee,10.95,,Comida arriba de abajo ,Hosteleria
2024-11,2024-11-21,Alimentacion,Cobee,0.4,,Cocacola ,Alimentacion
2024-11,2024-11-15,Transporte,Principal,8,,Metro ,Transporte
2024-11,2024-11-15,Otros,Principal,11.5,Peluqueria,Peluquería ,Otros
2024-11,2024-11-15,Transporte,Principal,0.5,,Vuelta en bicimad,Transporte
2024-11,2024-11-15,Alimentacion,Cobee,3.71,,La despensa ,Alimentacion
2024-11,2024-11-11,Otros,Principal,19.15,,Fotos Andrea ,Otros
2024-11,2024-11-11,Entretenimiento,Principal,220.32,,Regalo cumpleaños Andrea ,Entretenimiento
2024-11,2024-11-10,Hosteleria,Cobee,9,,Burger king,Hosteleria
2024-11,2024-11-10,Hosteleria,Cobee,8,,100mon,Hosteleria
2024-11,2024-11-10,Hosteleria,Cobee,2,,Dunkin Andrea,Hosteleria
2024-11,2024-11-09,Hosteleria,Cobee,41.8,,Kevab ,Hosteleria
2024-11,2024-11-08,Hosteleria,Cobee,26.2,,Tapeo ,Hosteleria
2024-11,2024-11-07,Otros,Principal,15,,Donacion ,Otros
2024-11,2024-11-05,Otros,Principal,42.3,,Regalo Andrea ,Otros
2024-11,2024-11-03,Hosteleria,Cobee,13.9,,Don Oso,Hosteleria
2024-11,2024-11-03,Hosteleria,Cobee,5,,Churros,Hosteleria
2024-11,2024-11-03,Entretenimiento,Principal,6.95,,Comida cine,Entretenimiento
2024-10,2024-10-31,Transporte,Principal,5.25,,Peaje,Transporte
2024-10,2024-10-31,Alimentacion,Principal,16.7,,Comida viaje ,Alimentacion
2024-10,2024-10-31,Transporte,Principal,29.03,,Gasolina ,Transporte
2024-10,2024-10-30,Hosteleria,Cobee,10.5,,Fuentona,Hosteleria
2024-10,2024-10-29,Entretenimiento,My Investor,3.95,,Latigo,Entretenimiento
2024-10,2024-10-27,Hosteleria,Cobee,6,,,Hosteleria
2024-10,2024-10-27,Entretenimiento,Principal,76,,Mago pop,Entretenimiento
2024-10,2024-10-27,Hosteleria,Principal,6,,100 mon,Hosteleria
2024-10,2024-10-27,Hosteleria,Principal,18.13,,Casa Mingo ,Hosteleria
2024-10,2024-10-26,Transporte,My Investor,30.03,,Uber,Transporte
2024-10,2024-10-26,Hosteleria,My Investor,27,,Cervezas ,Hosteleria
2024-10,2024-10-26,Hosteleria,My Investor,9,,Cerveza ,Hosteleria
2024-10,2024-10-26,Hosteleria,Principal,16.5,,Tapeo,Hosteleria
2024-10,2024-10-23,Transporte,Principal,79,,Ave,Transporte
2024-10,2024-10-20,Hosteleria,Cobee,90.3,,Invitacion abuelos,Hosteleria
2024-10,2024-10-19,Hosteleria,Cobee,6,,100mon,Hosteleria
2024-10,2024-10-19,Hosteleria,Principal,17.6,,Hamburguesa nostra,Hosteleria
2024-10,2024-10-18,Hosteleria,Cobee,29,,Tapeo ,Hosteleria
2024-10,2024-10-17,Hosteleria,Cobee,11,,Tapeo ,Hosteleria
2024-10,2024-10-17,Hosteleria,Cobee,8,,100mon,Hosteleria
2024-10,2024-10-14,Hosteleria,Cobee,6,,Chop,Hosteleria
2024-10,2024-10-14,Transporte,Principal,8,,Metro,Transporte
2024-10,2024-10-12,Hosteleria,Cobee,31.8,,Frikando,Hosteleria
2024-10,2024-10-12,Entretenimiento,Principal,14,,Cine,Entretenimiento
2024-10,2024-10-10,Transporte,Principal,40.87,,Viaje malagon ,Transporte
2024-10,2024-10-10,Alimentacion,Principal,35.98,,Comida,Alimentacion
2024-10,2024-10-10,Hosteleria,Principal,3.8,,Bar Coyote ,Hosteleria
2024-10,2024-10-06,Hosteleria,Principal,28.4,,Trujillo burger ,Hosteleria
2024-10,2024-10-05,Otros,Principal,40,,Multa,Otros
2024-10,2024-10-03,Hosteleria,Principal,12.36,,Comida trabajo ,Hosteleria
2024-10,2024-10-03,Otros,Principal,11.5,Peluqueria,Peluqueria,Otros
2024-10,2024-10-03,Hosteleria,Principal,90.4,,Invitar familia ,Hosteleria
2024-10,2024-10-02,Hosteleria,Principal,20.7,,Kfc,Hosteleria
2024-10,2024-10-01,Hosteleria,Principal,16.95,,New york burger ,Hosteleria
